"Link","Name","Pos","Height RAS","Weight RAS","Arm RAS","Hand RAS","Forty RAS","Twenty RAS","Ten RAS","Bench RAS","Vertical RAS","Broad RAS","Shuttle RAS","Cone RAS","RAS"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24986&ovl=Mississippi"">Link</a>","Deantre Prince","CB","7.53","3.02",,,"9.52","8.07","7.89","4.50","4.95","8.08",,"0.72","6.63"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24987&ovl=Florida+State"">Link</a>","Jarrian Jones","CB","7.27","5.75",,,"9.52","9.46","8.69",,"9.33","9.29","4.72",,"9.61"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24988&ovl=Florida+State"">Link</a>","Renardo Green","CB","7.27","4.15",,,"7.24","6.34","6.78",,"8.05","9.45","5.20",,"8.21"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24989&ovl=Colorado+State"">Link</a>","Chigozie Anusiem","CB","9.08","8.76",,,"9.39","9.86","6.78","6.29","8.05","7.64","2.20","5.12","8.88"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24990&ovl=Maryland"">Link</a>","Tarheeb Still","CB","6.77","5.30",,,"6.31","6.65","6.78",,"8.48","5.12","7.23",,"7.74"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24991&ovl=Alabama+State"">Link</a>","Mikey Victor","CB","9.78","9.52",,,"2.71","0.78","6.78",,"6.09","7.64","3.85","8.68","6.93"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24992&ovl=Michigan"">Link</a>","Josh Wallace","CB","5.83","3.75",,,"1.87","3.71","6.17","5.35","4.95","5.12","3.57","5.52","3.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24993&ovl=Nebraska"">Link</a>","Omar Brown","FS","7.20","7.30",,,"7.54","4.07","9.28","2.66","5.84","5.55","3.73","7.09","6.58"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24994&ovl=Air+Force"">Link</a>","Trey Taylor","FS","6.70","9.19",,,"5.66","6.95","6.31","9.60","8.40","7.36","8.83","8.08","9.33"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24995&ovl=Kansas"">Link</a>","Kenny Logan Jr.","FS","3.02","8.50",,,"2.89","1.65","0.64","4.04","3.38","3.09","1.08","4.32","1.7"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24996&ovl=Mississippi"">Link</a>","Daijahn Anthony","FS","5.71","3.79",,,"7.01","5.98","8.28","2.00","7.99","3.69","7.78","8.19","6.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24997&ovl=Missouri"">Link</a>","Jaylon Carlies","FS","9.66","9.95",,,"8.32","5.47","6.31","8.94","2.79","8.36","2.17","6.31","8.26"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24998&ovl=South+Carolina"">Link</a>","Marcellas Dial","FS","5.07","2.34",,,"9.02","7.75","8.28","6.90","9.64","9.40","2.78","2.14","7.18"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=24999&ovl=Syracuse"">Link</a>","Isaiah Johnson","FS","9.79","7.30",,,"3.97","2.87","4.58","3.29","8.92","9.40","7.03","9.59","7.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25000&ovl=Vanderbilt"">Link</a>","Matthew Hayball","PK","4.34","2.40",,,,,,,,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25001&ovl=Missouri"">Link</a>","Harrison Mevis","PK","3.88","9.90",,,,,,,,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25002&ovl=North+Carolina+State"">Link</a>","Joe Shimko","LS","2.74","4.47",,,"6.85","3.09","7.56","8.04","8.19",,"9.63",,"6.89"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25003&ovl=Citadel"">Link</a>","Steele Judy","LS","0.00","5.62",,,"3.04","0.90","1.61","8.85","0.47","0.18","1.74","0.21","0.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25004&ovl=Auburn"">Link</a>","DJ James","CB","6.77","0.91",,,"8.92","8.07","7.39",,,"8.46","2.40","1.97","5.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25005&ovl=Auburn"">Link</a>","Nehemiah Pritchett","CB","7.74","5.75",,,"9.68","8.88","7.89",,"4.95","4.36","5.69","4.58","7.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25006&ovl=Boston+College"">Link</a>","Elijah Jones","CB","9.34","3.75",,,"8.54","6.65","7.89",,"9.93","9.56","6.02","4.91","8.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25007&ovl=Fresno+State"">Link</a>","Carlton Johnson","CB","4.61","0.70",,,"9.98","8.45","6.78",,"0.70","4.36","1.29","1.51","3.06"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25008&ovl=Kentucky"">Link</a>","Andru Phillips","CB","4.90","5.75",,,"7.56","5.89","4.64","7.88","9.90","9.90","4.88","6.30","8.13"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25009&ovl=Louisville"">Link</a>","Jarvis Brownlee Jr.","CB","4.07","7.22",,,"6.67","5.25","3.44",,"1.57","3.79","6.02","7.09","4.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25010&ovl=Michigan"">Link</a>","Mike Sainristil","CB","1.84","2.67",,,"7.81","8.07","8.30","6.29","9.48","9.56","9.47","6.22","8.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25011&ovl=Missouri"">Link</a>","Kris Abrams-Draine","CB","6.34","1.67",,,"8.54","8.07","9.01",,"3.63","2.18","2.40","3.63","4.69"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25012&ovl=Notre+Dame"">Link</a>","Cam Hart","CB","9.89","9.12",,,"6.98","7.65","7.89","3.63","9.33","9.45","6.17","4.03","9"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25013&ovl=Oregon"">Link</a>","Khyree Jackson","CB","9.97","7.22",,,"6.98","3.71","4.64","3.63","7.19","9.79",,,"7.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25014&ovl=Penn+State"">Link</a>","Johnny Dixon","CB","4.90","4.90",,,,,,,,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25015&ovl=Penn+State"">Link</a>","Kalen King","CB","6.11","6.10",,,"3.53","4.17","6.78",,"7.62","6.41","7.69",,"6.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25016&ovl=Rutgers"">Link</a>","Max Melton","CB","5.55","4.50",,,"9.39","8.88","7.89",,"9.63","9.96","4.88","6.83","9.09"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25017&ovl=Texas+Christian"">Link</a>","Josh Newton","CB","4.61","5.75",,,"6.67","3.71","5.42","7.17","4.27","7.64","7.92","5.87","6.41"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25018&ovl=Toledo"">Link</a>","Quinyon Mitchell","CB","7.74","7.55",,,"9.88","9.46","8.30","9.56","8.48","5.12",,,"9.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25019&ovl=Virginia+State"">Link</a>","Willie Drew","CB","6.77","6.10",,,"8.05","8.07","8.30","5.35","6.72","2.18","2.20","7.68","6.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25020&ovl=Wake+Forest"">Link</a>","Caelen Carson","CB","7.27","8.56",,,"6.31","7.65","8.30","0.63","6.09","1.68",,,"6.21"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25021&ovl=Washington+State"">Link</a>","Chau Smith-Wade","CB","2.56","3.33",,,"5.55","6.65","7.39","9.01","4.95","8.08","4.32","5.20","5.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25022&ovl=Alabama"">Link</a>","Justin Eboigbe","DT","8.83","4.99",,,"4.60","5.14","4.99",,"4.70",,,,"5.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25023&ovl=Auburn"">Link</a>","Marcus Harris","DT","4.75","2.69",,,"7.14","6.36","6.62","7.00","6.52","4.48","5.68","5.04","5.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25024&ovl=Baylor"">Link</a>","Gabe Hall","DT","9.85","3.71",,,"7.61","8.21","8.59",,"8.48","9.49","5.98","6.52","9.25"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25025&ovl=Clemson"">Link</a>","Tyler Davis","DT","3.95","5.87",,,"7.81","8.21","8.59","8.02","5.31","7.20","1.22","5.47","6.98"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25026&ovl=Duke"">Link</a>","DeWayne Carter","DT","4.75","6.33",,,"8.31","8.40","8.28","5.02","8.83","7.66","4.57","3.06","7.67"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25027&ovl=Florida+State"">Link</a>","Braden Fiske","DT","7.73","3.89",,,"9.87","9.60","9.58","6.44","9.50","9.75","9.64",,"9.9"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25028&ovl=Alabama+State"">Link</a>","AJ Lewis","TE","1.62","5.04",,,"5.65","4.77","7.65","4.13","3.33","7.11","2.28","1.32","3.24"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25029&ovl=Louisiana+State"">Link</a>","Jordan Jefferson","DT","5.65","8.20",,,"6.72","6.36","5.58","9.45","8.08","5.03",,,"8.31"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25030&ovl=Mississippi+State"">Link</a>","Jaden Crumedy","DT","8.11","5.87",,,"8.57","8.40","9.20","0.28","6.52","5.60","6.15","5.97","7.55"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25031&ovl=Missouri"">Link</a>","Darius Robinson","DT","9.56","2.48",,,"8.82","7.54","8.00","2.92","9.80","8.47","4.24","3.93","7.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25032&ovl=Georgia+Tech"">Link</a>","Connor Scaglione","OG","8.00","7.42",,,"0.30","0.79","6.62","6.41","0.65","4.23","2.78","3.77","2.98"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25033&ovl=Oregon"">Link</a>","Brandon Dorlus","DT","6.32","2.12",,,"9.63","9.60","9.43",,"7.62","8.47","2.62","8.69","8.66"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25034&ovl=Texas"">Link</a>","Byron Murphy II","DT","1.05","4.99",,,"9.49","9.15","9.20","7.56","9.33","8.47","8.68","8.09","9.23"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25035&ovl=Texas"">Link</a>","T'Vondre Sweat","DT","8.96","9.97",,,"3.01","2.96","4.60",,"2.53","1.88",,,"4.27"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25036&ovl=Texas+AM"">Link</a>","McKinnley Jackson","DT","2.81","9.22",,,"3.17","3.64","5.58","5.02","0.54","6.24","2.06","3.72","3.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25037&ovl=Western+Michigan"">Link</a>","Marshawn Kneeland","DE","4.44","6.87",,,"7.85","6.98","7.71","5.01","8.74","8.05","9.68","9.10","9.08"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25038&ovl=Alabama"">Link</a>","Chris Braswell","DE","5.34","3.11",,,"9.60","9.44","9.66",,"7.08","6.11",,,"8.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25039&ovl=Houston"">Link</a>","Nelson Ceaser","DE","3.28","5.22",,,"4.89","2.90","2.07",,,,,,
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25127&ovl=Oregon+State"">Link</a>","Kitan Oladapo","FS","9.20","9.55",,,"6.14","5.47","6.99","6.03","7.04","3.69",,,"8.18"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25128&ovl=Utah"">Link</a>","Cole Bishop","FS","9.20","7.67",,,"9.27","8.58","9.28",,"9.12","7.90",,,"9.88"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25129&ovl=Utah"">Link</a>","Sione Vaki","RB","6.86","5.75",,,"4.90","5.31","5.94","7.11","9.59","9.20","6.48","5.00","7.94"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25130&ovl=Wake+Forest"">Link</a>","Malik Mustapha","FS","1.66","8.50",,,"7.29","9.11","6.99","9.60","9.83","8.73",,,"9.39"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25131&ovl=Washington+State"">Link</a>","Jaden Hicks","FS","8.97","8.92",,,"8.32","5.98","6.99","6.90","8.40","6.75","3.83","8.31","8.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25132&ovl=Florida+State"">Link</a>","Jaheim Bell","TE","0.74","2.32",,,"9.36","9.21","9.33",,"8.34","9.42",,,"8.45"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25133&ovl=Kansas+State"">Link</a>","Ben Sinnott","TE","4.49","5.52",,,"8.44","8.26","8.56",,"9.93","9.72","8.92","9.80","9.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25134&ovl=Michigan"">Link</a>","AJ Barner","TE","9.18","5.90",,,"4.95","6.13","7.22","7.96","7.95","7.11","5.89","8.59","8.7"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25135&ovl=Minnesota"">Link</a>","Brevyn Spann-Ford","TE","9.59","8.68",,,"6.58","6.13","6.61","5.05","4.47","6.45","3.89","3.50","6.8"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25136&ovl=Penn+State"">Link</a>","Theo Johnson","TE","9.36","8.47",,,"9.58","9.05","8.89","5.82","9.89","9.63","9.31","6.94","9.93"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25137&ovl=Texas+Christian"">Link</a>","Jared Wiley","TE","9.36","5.04",,,"9.28","9.45","9.15",,"9.39","7.58","3.67","6.29","9.3"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25138&ovl=Arizona"">Link</a>","Jacob Cowing","WR","0.76","0.50",,,"9.60","9.38","9.34","5.47","7.24","5.04","4.83","5.87","6.28"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25139&ovl=Florida"">Link</a>","Ricky Pearsall","WR","6.36","3.87",,,"9.27","9.59","9.81","8.37","9.92","9.44","9.50","9.79","9.91"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25140&ovl=Florida+State"">Link</a>","Johnny Wilson","WR","9.99","9.90",,,"6.94","5.87","5.89",,"8.16","9.25","8.86",,"9.7"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25141&ovl=Georgia"">Link</a>","Ladd McConkey","WR","4.21","3.14",,,"9.52","9.38","9.34","5.47","7.24","7.99","9.85","9.38","9.34"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25142&ovl=Georgia"">Link</a>","Marcus Rosemy-Jacksaint","WR","6.54","5.22",,,"0.66","0.75","1.65","3.83","6.14","5.04","2.12","1.52","1.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""http://RAS.football/ras-information/?PlayerID=25143&ovl=Louisville"">Link</a>","Jamari Thrash","WR","4.38","3.62",,,"8.42","8.50","9.34",,"4.97","5.73",,"3.53","6.77"
